KAZA TURU,KAZA TARIHI,AY,MEVSİM,KAZA SAAT,ILCE,MAHALLE,YOL,OLU SAYISI,YARALI SAYISI,TASIT SAYISI,SURUCU KUSURU,OLUS NEDENI,KAPLAMA CINSI,SERIT SAYISI,AYDINLATMA,YASAL HIZ LIMITI,ARAC CINSI,ARAC MODELI,SURUCU CINSIYET,SURUCU EGITIM DURUMU,EHLIYET YILI
Yaralamali,3/16/2017,3,bahar,21,TALAS,BAHCELIEVLER,,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2005,erkek,ILKOKUL,2
Yaralamali,3/17/2017,3,bahar,0,KOCASINAN,YESIL,ERKILET BULV.,,5,3,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Kamyonet,2001,erkek,ILKOGRETIM,6
Yaralamali,3/17/2017,3,bahar,11,KOCASINAN,OYMAAGAC,ZAFER CD.,,1,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,1990,erkek,ILKOKUL,16
Yaralamali,3/17/2017,3,bahar,15,MELIKGAZI,KEYKUBAT,SHT. BUYUKELCI ISMAIL EREZ BULV.,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,1998,kadin,ORTAOKUL,2
Yaralamali,3/17/2017,3,bahar,16,TALAS,BAHCELIEVLER,,,2,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1991,erkek,LISE VE DENGI OKUL,7
Yaralamali,3/17/2017,3,bahar,20,KOCASINAN,SAHABIYE,KOCASINAN BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Minibus,2004,erkek,ILKOKUL,32
Yaralamali,3/17/2017,3,bahar,22,MELIKGAZI,EGRIBUCAK,FATIH SULTAN MEHMET BULV.,,1,2,52/1-a,Arkadan carpma,Asfalt,2,Var,50,Minibus,2006,erkek,LISE VE DENGI OKUL,5
Yaralamali,3/18/2017,3,bahar,2,KOCASINAN,SEKER,OSMAN KAVUNCU BULV.,,2,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Otomobil,1998,erkek,2 YIL SURELI YUKSEK,17
Yaralamali,3/18/2017,3,bahar,16,KOCASINAN,GEVHER NESIBE,ISTASYON CD.,,1,1,74,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2011,erkek,LISE VE DENGI OKUL,7
Yaralamali,3/18/2017,3,bahar,22,KOCASINAN,MEVLANA,,,7,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,2004,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/19/2017,3,bahar,7,MELIKGAZI,KILICASLAN,MUSTAFA KEMAL PASA BULV.,,2,2,47/1-b,Yandan carpma,Asfalt,4,Var,50,Otomobil,2004,erkek,EGITIM ENSTITUSU,38
Yaralamali,3/19/2017,3,bahar,8,KOCASINAN,ARGINCIK,KOCASINAN BULV.,,2,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Otomobil,1990,erkek,ILKOGRETIM,12
Yaralamali,3/19/2017,3,bahar,11,KOCASINAN,MIMARSINAN,TUNA CD.,,2,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Otomobil,2005,erkek,LISE VE DENGI OKUL,15
Yaralamali,3/19/2017,3,bahar,12,KOCASINAN,GEVHER NESIBE,PARK BULV.,,2,1,74,Yayaya carpma,Asfalt,3,Var,50,Motosiklet,2013,erkek,ILKOKUL,0
Yaralamali,3/19/2017,3,bahar,15,TALAS,YENIDOGAN,HOCA AHMET YESEVI CD.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,1991,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/20/2017,3,bahar,8,KOCASINAN,ALSANCAK,KOCASINAN BULV.,,2,3,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2004,erkek,ILKOGRETIM,16
Yaralamali,3/20/2017,3,bahar,8,KOCASINAN,UGUREVLER,NIYAZI BAHCECIOGLU CD.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Yok,50,Otomobil,1978,erkek,ILKOGRETIM,3
Yaralamali,3/22/2017,3,bahar,10,KOCASINAN,BEYAZSEHIR,OSMAN OZCAN CD.,,2,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1997,erkek,LISE VE DENGI OKUL,5
Yaralamali,3/22/2017,3,bahar,18,MELIKGAZI,YENIKOY,SEHER BULV.,,1,2,52/1-a,Yandan carpma,Asfalt,1,Var,50,Kamyonet,2007,erkek,LISE VE DENGI OKUL,22
Yaralamali,3/22/2017,3,bahar,18,TALAS,YENIDOGAN,AHMET EL BIRUNI CD.,,1,2,53/1-b,Yandan carpma,Asfalt,2,Var,50,Motorlu Bisiklet,2016,erkek,ORTAOKUL,4
Yaralamali,3/22/2017,3,bahar,0,KOCASINAN,YAKUT,KADIR HAS CD.,,1,2,52/1-a,Yandan carpma,Asfalt,1,Var,50,Otomobil,2006,erkek,LISE VE DENGI OKUL,3
Yaralamali,3/22/2017,3,bahar,17,KOCASINAN,YENISEHIR,CAMI CD.,,2,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyon,2011,erkek,LISE VE DENGI OKUL,14
Yaralamali,3/22/2017,3,bahar,18,KOCASINAN,ERTUGRUL GAZI,HAKIKAT CD.,,2,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2004,erkek,ILKOGRETIM,4
Yaralamali,3/23/2017,3,bahar,7,KOCASINAN,MEVLANA,ERKILET BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,2004,erkek,LISE VE DENGI OKUL,1
Yaralamali,3/23/2017,3,bahar,12,MELIKGAZI,KEYKUBAT,KOCATEPE CD.,,2,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2005,erkek,ILKOGRETIM,3
Yaralamali,3/23/2017,3,bahar,17,KOCASINAN,ERTUGRUL GAZI,4341. SK.,,1,3,57/1-a,Duran araca carpma,Asfalt,2,Var,50,Kamyonet,2004,erkek,LISE VE DENGI OKUL,22
Yaralamali,3/23/2017,3,bahar,17,MELIKGAZI,YILDIRIM BEYAZIT,,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,LISE VE DENGI OKUL,11
Yaralamali,3/24/2017,3,bahar,8,MELIKGAZI,YENIKOY,SHT. P. ASTSB. SERKAN CIDDIOGLU CD.,,2,2,52/1-a,Engel/Cisim ile carpisma,Asfalt,4,Var,50,Otomobil,1994,erkek,LISE VE DENGI OKUL,10
Yaralamali,3/24/2017,3,bahar,8,MELIKGAZI,SELIMIYE,UCHISAR SK.,,1,2,52/1-b,Yandan carpma,Asfalt,2,Yok,50,Bisiklet,2016,erkek,LISE VE DENGI OKUL,9
Yaralamali,3/25/2017,3,bahar,11,MELIKGAZI,TACETTINVELI,LALEZADE CD.,,1,1,47/1-c,Yayaya carpma,Asfalt,2,Var,50,Otobus,2010,erkek,LISE VE DENGI OKUL,6
Yaralamali,3/26/2017,3,bahar,11,KOCASINAN,UGUREVLER,SIVAS BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2001,erkek,ILKOGRETIM,1
Yaralamali,3/26/2017,3,bahar,12,KOCASINAN,FEVZI CAKMAK,FUZULI CD.,,2,2,56/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,1988,erkek,LISE VE DENGI OKUL,28
Yaralamali,3/26/2017,3,bahar,18,MELIKGAZI,SIRINTEPE,MALAZGIRT BULV.,,3,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyon,2001,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/26/2017,3,bahar,20,MELIKGAZI,FATIH,GAFFAR OKKAN BULV.,,5,2,57/1-a,Yandan carpma,Asfalt,3,Var,50,Otomobil,1999,erkek,ILKOGRETIM,6
Yaralamali,3/26/2017,3,bahar,23,MELIKGAZI,TACETTINVELI,KARTAL BULV.,,2,2,56/1-d,Yandan carpma,Asfalt,3,Var,50,Otomobil,2000,erkek,LISE VE DENGI OKUL,2
Yaralamali,3/26/2017,3,bahar,19,MELIKGAZI,DEMOKRASI,SEHITLER 1. CD.,,1,1,53/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,1997,erkek,ILKOGRETIM,4
Yaralamali,3/26/2017,3,bahar,16,MELIKGAZI,YILDIRIM BEYAZIT,ORGENERAL HULUSI AKAR BULV.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2001,erkek,ORTAOKUL,29
Yaralamali,3/27/2017,3,bahar,7,KOCASINAN,CIRGALAN,SIVAS BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2000,erkek,ILKOKUL,26
Yaralamali,3/27/2017,3,bahar,20,MELIKGAZI,GESI FATIH,GUN SAZAK CD.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2001,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/28/2017,3,bahar,9,MELIKGAZI,ANBAR,7 CD.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2012,erkek,KURS,39
Yaralamali,3/28/2017,3,bahar,13,TALAS,MEVLANA,,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1991,erkek,LISE VE DENGI OKUL,5
Yaralamali,3/28/2017,3,bahar,14,KOCASINAN,ARGINCIK,KOCASINAN BULV.,,1,2,56/1-a,Arkadan carpma,Asfalt,4,Var,50,Kamyonet,2013,erkek,LISE VE DENGI OKUL,1
Yaralamali,3/28/2017,3,bahar,16,MELIKGAZI,YENIKOY,EJDER SK.,,2,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2012,erkek,2 YIL SURELI YUKSEK,5
Yaralamali,3/28/2017,3,bahar,17,KOCASINAN,YUNUS EMRE,BAGDAT CD.,,1,1,52/1-a,Yayaya carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,LISE VE DENGI OKUL,7
Yaralamali,3/28/2017,3,bahar,19,TALAS,MEVLANA,,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,2000,erkek,ILKOKUL,4
Yaralamali,3/29/2017,3,bahar,10,KOCASINAN,SANAYI,6034. SK.,,3,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2008,erkek,LISE VE DENGI OKUL,5
Yaralamali,3/29/2017,3,bahar,10,KOCASINAN,YENI,14. CD.,,3,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2005,erkek,LISE VE DENGI OKUL,13
Yaralamali,3/29/2017,3,bahar,11,KOCASINAN,CIRGALAN,SIVAS BULV.,,2,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2007,erkek,ILKOKUL,28
Yaralamali,3/29/2017,3,bahar,15,MELIKGAZI,AYDINLIKEVLER,YUNUS EMRE CD.,,1,1,52/1-a,Yayaya carpma,Asfalt,4,Var,50,Otomobil,2012,kadin,LISE VE DENGI OKUL,9
Yaralamali,3/30/2017,3,bahar,12,MELIKGAZI,BATTALGAZI,AHMET HILMI GUCLU CD.,,1,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Otomobil,2009,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/30/2017,3,bahar,13,MELIKGAZI,ALPASLAN,BAHAR CD.,,1,4,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,1990,erkek,LISE VE DENGI OKUL,29
Yaralamali,3/30/2017,3,bahar,12,MELIKGAZI,TACETTINVELI,KARTAL BULV.,,2,3,53/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,1991,kadin,ORTAOKUL,0
Yaralamali,3/30/2017,3,bahar,13,KOCASINAN,SANAYI,OSMAN KAVUNCU BULV.,,4,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,1994,erkek,LISE VE DENGI OKUL,4
Yaralamali,3/30/2017,3,bahar,15,KOCASINAN,SAHABIYE,,,1,1,52/1-b,Yayaya carpma,Asfalt,2,Var,50,Kamyonet,1998,erkek,LISE VE DENGI OKUL,23
Yaralamali,3/30/2017,3,bahar,15,MELIKGAZI,ANBAR,34. CD.,,4,3,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2001,erkek,LISE VE DENGI OKUL,19
Yaralamali,3/30/2017,3,bahar,16,MELIKGAZI,GULTEPE,TALAS BULV.,,1,2,53/1-a,Yandan carpma,Asfalt,5,Var,50,Kamyonet,2005,erkek,ILKOKUL,30
Yaralamali,3/30/2017,3,bahar,17,TALAS,YENIDOGAN,PAZAR CD.,,1,1,52/1-b,Yayaya carpma,Asfalt,2,Var,50,Kamyonet,2008,erkek,KURS,30
Yaralamali,3/30/2017,3,bahar,20,KOCASINAN,YUNUS EMRE,,,1,2,52/1-a,Yandan carpma,Asfalt,4,Var,50,Otomobil,1991,erkek,LISE VE DENGI OKUL,6
Yaralamali,3/30/2017,3,bahar,23,KOCASINAN,FEVZIOGLU,SHT. MEHMET ERCIYES CD.,,1,2,52/1-b,Yandan carpma,Asfalt,2,Var,50,Cekici,2011,erkek,LISE VE DENGI OKUL,25
Yaralamali,3/31/2017,3,bahar,14,MELIKGAZI,ALPASLAN,ORG. ESREF BITLIS BULV.,,1,2,47/1-c,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2011,erkek,YUKSEK OKUL (LISANS),10
Yaralamali,3/31/2017,3,bahar,15,TALAS,BAHCELIEVLER,KARDESLER SK.,,1,1,57/1-a,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2011,erkek,LISE VE DENGI OKUL,1
Yaralamali,3/31/2017,3,bahar,17,MELIKGAZI,KEYKUBAT,SHT. BUYUKELCI ISMAIL EREZ BULV.,,3,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyon,1997,erkek,LISE VE DENGI OKUL,5
Yaralamali,3/31/2017,3,bahar,15,MELIKGAZI,KAZIMKARABEKIR,ESKIBAG CD.,,1,1,52/1-a,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Otomobil,1999,erkek,LISE VE DENGI OKUL,9
Yaralamali,4/1/2017,4,bahar,1,KOCASINAN,BEYAZSEHIR,825. SK.,,3,3,57/1-a,Yandan carpma,Asfalt,3,Var,50,Otomobil,1993,erkek,ORTAOKUL,3
Yaralamali,4/1/2017,4,bahar,4,KOCASINAN,YAKUT,MUSTAFA KEMAL PASA BULV.,,2,2,52/1-a,Yandan carpma,Asfalt,4,Var,50,Otomobil,1993,erkek,ILKOGRETIM,3
Yaralamali,4/1/2017,4,bahar,8,KOCASINAN,FEVZI CAKMAK,MUSTAFA KEMAL PASA BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,4,Var,50,Kamyonet,2015,erkek,2 YIL SURELI YUKSEK,19
Yaralamali,4/1/2017,4,bahar,11,KOCASINAN,GEVHER NESIBE,ISTASYON CD.,,1,1,74,Yayaya carpma,Asfalt,2,Var,50,Otomobil,1986,erkek,LISE VE DENGI OKUL,0
Yaralamali,4/1/2017,4,bahar,12,MELIKGAZI,GESI FATIH,GUN SAZAK CD.,,1,1,52/1-a,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2010,erkek,YUKSEK OKUL (LISANS),15
Yaralamali,4/1/2017,4,bahar,14,MELIKGAZI,HUNAT,MUSTAFA KEMAL PASA BULV.,,2,2,57/1-a,Yandan carpma,Asfalt,3,Var,50,Ambulans,2009,erkek,LISE VE DENGI OKUL,8
Yaralamali,4/1/2017,4,bahar,20,KOCASINAN,MIMARSINAN,FUZULI CD.,,1,2,67,Duran araca carpma,Asfalt,2,Var,50,Otomobil,1999,erkek,ILKOGRETIM,4
Yaralamali,4/2/2017,4,bahar,14,MELIKGAZI,AYDINLIKEVLER,DEFNE SK.,,2,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2005,erkek,ORTAOKUL,2
Yaralamali,4/2/2017,4,bahar,3,MELIKGAZI,KIRANARDI,NILUFER CD.,,3,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,2,Var(Bozuk),50,Otomobil,1992,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/2/2017,4,bahar,12,MELIKGAZI,GERMIR,BAGCI GECIDI SK.,,2,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2005,erkek,YUKSEK OKUL (LISANS),4
Yaralamali,4/2/2017,4,bahar,12,MELIKGAZI,ILDEM CUMHURIYET,YAVUZ SULTAN SELIM CD.,,1,2,57/1-c,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2016,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/2/2017,4,bahar,19,KOCASINAN,OYMAAGAC,MERIC SK.,,2,1,52/1-a,Yoldan cikma,Asfalt,2,Var(Bozuk),50,Otomobil,2000,erkek,LISE VE DENGI OKUL,12
Yaralamali,4/2/2017,4,bahar,18,MELIKGAZI,ALPASLAN,FARABI CD.,,1,1,57/1-d,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2001,erkek,ILKOGRETIM,4
Yaralamali,4/2/2017,4,bahar,19,TALAS,YUKARI,ATATURK BULV.,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,1993,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/3/2017,4,bahar,9,KOCASINAN,CIRGALAN,SHT. MEHMET ERCIYES CD.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2005,erkek,LISE VE DENGI OKUL,3
Yaralamali,4/3/2017,4,bahar,8,KOCASINAN,MITHATPASA,ERKILET BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,2004,erkek,LISE VE DENGI OKUL,7
Yaralamali,4/3/2017,4,bahar,15,MELIKGAZI,OSMAN KAVUNCU,AHMET GAZI AYHAN BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,2010,erkek,LISE VE DENGI OKUL,10
Yaralamali,4/4/2017,4,bahar,9,KOCASINAN,YENISEHIR,HUZUR CD.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2000,erkek,LISE VE DENGI OKUL,2
Yaralamali,4/4/2017,4,bahar,10,KOCASINAN,MIMARSINAN,BAKI CD.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,1971,erkek,ORTAOKUL,9
Yaralamali,4/4/2017,4,bahar,21,MELIKGAZI,GERMIR,SALKIM SOGUTLER CD.,,1,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Kamyonet,2006,erkek,LISE VE DENGI OKUL,20
Yaralamali,4/5/2017,4,bahar,9,MELIKGAZI,OSMAN KAVUNCU,OSMAN KAVUNCU BULV.,,1,5,47/1-b,Yandan carpma,Asfalt,4,Var,50,Otomobil,1994,erkek,ILKOKUL,32
Yaralamali,4/5/2017,4,bahar,13,KOCASINAN,YAVUZLAR,CINARCIK CD.,,1,1,52/1-a,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2001,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/5/2017,4,bahar,21,MELIKGAZI,YENIKOY,DILER SK.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2010,erkek,ILKOGRETIM,1
Yaralamali,4/6/2017,4,bahar,11,KOCASINAN,BARBAROS,KOCASINAN BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2003,erkek,ILKOKUL,4
Yaralamali,4/6/2017,4,bahar,9,MELIKGAZI,30-Aug,OSMAN KAVUNCU BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,4,Var,50,Otomobil,1998,erkek,LISE VE DENGI OKUL,27
Yaralamali,4/6/2017,4,bahar,10,MELIKGAZI,KOSK,GAZI YASARGIL SK.,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,1994,kadin,LISE VE DENGI OKUL,17
Yaralamali,4/6/2017,4,bahar,13,MELIKGAZI,ILDEM CUMHURIYET,SERDAR 1. SK.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,2006,erkek,LISE VE DENGI OKUL,20
Yaralamali,4/6/2017,4,bahar,16,MELIKGAZI,GULUK,COBAN SK.,,1,3,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1993,erkek,LISE VE DENGI OKUL,0
Yaralamali,4/6/2017,4,bahar,19,MELIKGAZI,BATTALGAZI,CESMELI CD.,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,2011,erkek,LISE VE DENGI OKUL,5
Yaralamali,4/6/2017,4,bahar,12,KOCASINAN,YENI,34. SK.,,1,1,52/1-a,Yayaya carpma,Asfalt,2,Var,50,Motosiklet,2003,erkek,LISE VE DENGI OKUL,10
Yaralamali,4/6/2017,4,bahar,9,KOCASINAN,ORUCREIS,AYANCIK CD.,,1,3,56/1-c,Arkadan carpma,Asfalt,4,Var,50,Otomobil,1992,erkek,LISE VE DENGI OKUL,16
Yaralamali,4/7/2017,4,bahar,10,MELIKGAZI,ERENKOY,ASKERI HASTAHANE CD.,,1,2,53/1-b,Yandan carpma,Asfalt,2,Var,50,Otomobil,1997,erkek,ILKOKUL,19
Yaralamali,4/7/2017,4,bahar,14,KOCASINAN,TURGUT REIS,SHT. ISMAIL UYGUN SK.,,1,1,52/1-a,Yoldan cikma,Asfalt,2,Var,50,Kamyonet,2016,erkek,LISE VE DENGI OKUL,5
Yaralamali,4/7/2017,4,bahar,15,KOCASINAN,HACI SAKI,OSMAN KAVUNCU BULV.,,1,2,57/1-a,Yoldan cikma,Asfalt,2,Var,50,Kamyonet,2013,erkek,ILKOKUL,3
Yaralamali,4/7/2017,4,bahar,15,TALAS,BAHCELIEVLER,,,1,1,52/1-a,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Motosiklet,2013,erkek,LISE VE DENGI OKUL,0
Yaralamali,4/7/2017,4,bahar,17,HACILAR,KARPUZSEKISI,KARPUZSEKISI ORMAN KOYU KUM.EV.,,2,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Yok,50,Motosiklet,2009,erkek,LISE VE DENGI OKUL,0
Yaralamali,4/7/2017,4,bahar,20,MELIKGAZI,ILDEM CUMHURIYET,,,2,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,2009,erkek,LISE VE DENGI OKUL,8
Yaralamali,4/8/2017,4,bahar,8,KOCASINAN,YENIDOGAN,BEKIR YILDIZ BULV.,,3,2,56/1-a,Karsilikli carpisma,Asfalt,2,Var,50,Cekici,2012,erkek,LISE VE DENGI OKUL,7
Yaralamali,4/8/2017,4,bahar,13,KOCASINAN,SANCAKTEPE,ERKILET BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Kamyonet,2008,erkek,LISE VE DENGI OKUL,9
Yaralamali,4/8/2017,4,bahar,14,MELIKGAZI,ALPASLAN,OLGUNLAR CD.,,1,3,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,ILKOKUL,26
Yaralamali,4/8/2017,4,bahar,8,MELIKGAZI,KAZIMKARABEKIR,SHT. MEHMET TAVSEL CD.,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,1994,erkek,2 YIL SURELI YUKSEK,9
Yaralamali,4/8/2017,4,bahar,17,TALAS,MEVLANA,,,2,3,52/1-b,Karsilikli carpisma,Asfalt,2,Var,50,Kamyonet,2005,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/8/2017,4,bahar,18,KOCASINAN,SEKER,OSMAN KAVUNCU BULV.,,1,1,74,Yayaya carpma,Asfalt,3,Var,50,Otomobil,2000,erkek,LISE VE DENGI OKUL,15
Yaralamali,4/8/2017,4,bahar,18,KOCASINAN,ELAGOZ,FEVZI CAKMAK 1. CD.,,2,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Kamyonet,2008,erkek,ILKOKUL,17
Yaralamali,4/8/2017,4,bahar,19,TALAS,BAHCELIEVLER,KARDESLER SK.,,8,3,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otobus,2009,erkek,LISE VE DENGI OKUL,0
Yaralamali,4/9/2017,4,bahar,1,MELIKGAZI,19-May,TAHA CARIM CD.,,2,2,56/1-c,Duran araca carpma,Asfalt,3,Var,50,Kamyonet,2016,erkek,LISE VE DENGI OKUL,6
Yaralamali,4/9/2017,4,bahar,9,MELIKGAZI,EGRIBUCAK,ACELYA CD.,,2,1,52/1-b,Duran araca carpma,Asfalt,2,Var,50,Otomobil,2004,erkek,LISE VE DENGI OKUL,40
Yaralamali,4/9/2017,4,bahar,19,TALAS,MEVLANA,,,4,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1998,erkek,2 YIL SURELI YUKSEK,16
Yaralamali,4/9/2017,4,bahar,17,TALAS,MEVLANA,MEHMET TIMUCIN CD.,,4,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Otomobil,1992,erkek,LISE VE DENGI OKUL,17
Yaralamali,4/9/2017,4,bahar,17,KOCASINAN,YENISEHIR,CAMI CD.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1986,erkek,ILKOKUL,20
Yaralamali,4/9/2017,4,bahar,21,MELIKGAZI,ESENYURT,KAVAKLIK CD.,,3,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1991,erkek,ILKOKUL,10
Yaralamali,4/9/2017,4,bahar,23,KOCASINAN,ZUMRUT,BEKIR YILDIZ BULV.,,1,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2011,erkek,LISE VE DENGI OKUL,6
Yaralamali,4/9/2017,4,bahar,18,MELIKGAZI,GERMIR,SIVAS BULV.,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,1991,erkek,ORTAOKUL,25
Yaralamali,4/10/2017,4,bahar,0,MELIKGAZI,TAVLUSUN,GAFFAR OKKAN BULV.,,2,1,67,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,1998,erkek,LISE VE DENGI OKUL,2
Yaralamali,4/10/2017,4,bahar,12,MELIKGAZI,HUNAT,SEYYID BURHANEDDIN BULV.,,1,1,52/1-b,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2003,erkek,ILKOGRETIM,2
Yaralamali,4/10/2017,4,bahar,8,KOCASINAN,ERCIYESEVLER,BOZANTI CD.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2014,erkek,ILKOGRETIM,8
Yaralamali,4/10/2017,4,bahar,14,KOCASINAN,SAHABIYE,AHIEVRAN CD.,,1,3,52/1-b,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2004,erkek,LISE VE DENGI OKUL,8
Yaralamali,4/10/2017,4,bahar,20,MELIKGAZI,ERENKOY,TALAS BULV.,,2,4,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Minibus,2007,erkek,LISE VE DENGI OKUL,4
Yaralamali,4/10/2017,4,bahar,21,MELIKGAZI,GESI FATIH,GUN SAZAK CD.,,1,2,57/1-c,Yandan carpma,Asfalt,2,Var,50,Otomobil,1998,erkek,LISE VE DENGI OKUL,5
Yaralamali,4/11/2017,4,bahar,10,KOCASINAN,SEKER,OSMAN KAVUNCU BULV.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2009,erkek,2 YIL SURELI YUKSEK,21
