KAZA TURU,KAZA TARIHI,AY,MEVSİM,KAZA SAAT,ILCE,MAHALLE,YOL,OLU SAYISI,YARALI SAYISI,TASIT SAYISI,SURUCU KUSURU,OLUS NEDENI,KAPLAMA CINSI,SERIT SAYISI,AYDINLATMA,YASAL HIZ LIMITI,ARAC CINSI,ARAC MODELI,SURUCU CINSIYET,SURUCU EGITIM DURUMU,EHLIYET YILI
Yaralamali,1/2/2013,1,kis,0,MELIKGAZI,KOSK,TALAS BULV.,,1,2,52/1-d,Duran araca carpma,Asfalt,3,Var,50,Otomobil,1992,kadin,ILKOKUL,1
Yaralamali,1/2/2013,1,kis,17,MELIKGAZI,OSMAN KAVUNCU,OSMAN KAVUNCU BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Otomobil,2001,erkek,2 YIL SURELI YUKSEK,2
Yaralamali,1/3/2013,1,kis,20,MELIKGAZI,YILDIRIM BEYAZIT,ARIF CD.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Minibus,1987,erkek,ILKOKUL,4
Yaralamali,1/4/2013,1,kis,7,TALAS,HARMAN,,,10,2,52/1-b,Yandan carpma,Asfalt,2,Yok,50,Minibus,2001,erkek,ILKOGRETIM,4
Yaralamali,1/4/2013,1,kis,16,MELIKGAZI,EGRIBUCAK,EGRIBUCAK CD.,,6,2,52/1-a,Arkadan carpma,Asfalt,2,Yok,70,Otomobil,1998,erkek,2 YIL SURELI YUKSEK,3
Yaralamali,1/5/2013,1,kis,6,TALAS,BAHCELIEVLER,,,1,1,52/1-b,Yoldan cikma,Asfalt,3,Var,50,Kamyonet,1998,erkek,ILKOGRETIM,13
Yaralamali,1/5/2013,1,kis,13,MELIKGAZI,SIRINTEPE,GAFFAR OKKAN BULV.,,1,1,52/1-b,Yayaya carpma,Asfalt,3,Var,50,Kamyonet,1996,erkek,ILKOKUL,14
Yaralamali,1/5/2013,1,kis,23,MELIKGAZI,ALTINOLUK,REYHAN CD.,,2,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,3,Var,50,Otomobil,1992,erkek,LISE VE DENGI OKUL,3
Yaralamali,1/7/2013,1,kis,8,TALAS,YENIDOGAN,6132. SK.,,1,2,57/1-a,Yandan carpma,Asfalt,1,Var(Bozuk),40,Otobus,2004,erkek,LISE VE DENGI OKUL,3
Yaralamali,1/8/2013,1,kis,21,KOCASINAN,CIRGALAN,AKKAS KUM.EV.,,1,1,52/1-b,Yoldan cikma,Asfalt,3,Var,70,Otomobil,2009,erkek,ILKOKUL,22
Yaralamali,1/10/2013,1,kis,11,MELIKGAZI,HURRIYET,BARAJLI SK.,,1,1,52/1-b,Yayaya carpma,Asfalt,2,Var,50,Otomobil,1994,erkek,LISE VE DENGI OKUL,5
Yaralamali,1/11/2013,1,kis,20,KOCASINAN,SANCAKTEPE,ERKILET BULV.,,4,2,53/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,1994,erkek,ILKOGRETIM,14
Yaralamali,1/12/2013,1,kis,11,MELIKGAZI,GULUK,YUNUS EMRE CD.,,1,2,52/1-b,Arkadan carpma,Asfalt,2,Var,50,Kamyonet,2003,erkek,LISE VE DENGI OKUL,0
Yaralamali,1/12/2013,1,kis,11,TALAS,YENIDOGAN,,,1,2,56/1-a,Duran araca carpma,Asfalt,2,Var,50,Otomobil,1997,erkek,ILKOKUL,0
Yaralamali,1/12/2013,1,kis,14,MELIKGAZI,AYDINLIKEVLER,OSMAN KAVUNCU BULV.,,1,4,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2004,erkek,2 YIL SURELI YUKSEK,2
Yaralamali,1/13/2013,1,kis,0,KOCASINAN,MEVLANA,BARIS MANCO CD.,,1,2,52/1-b,Duran araca carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,ILKOGRETIM,21
Yaralamali,1/13/2013,1,kis,0,KOCASINAN,MEVLANA,BARIS MANCO CD.,,,2,52/1-b,Duran araca carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,ILKOGRETIM,21
Yaralamali,1/13/2013,1,kis,13,MELIKGAZI,ALPASLAN,KIZILIRMAK CD.,,1,2,47/1-c,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2006,erkek,ILKOGRETIM,22
Yaralamali,1/13/2013,1,kis,14,KOCASINAN,SANAYI,KOCASINAN BULV.,,2,2,56/1-c,Arkadan carpma,Asfalt,3,Var,70,Kamyonet,2004,erkek,LISE VE DENGI OKUL,1
Yaralamali,1/13/2013,1,kis,22,TALAS,MEVLANA,HALEF HOCA CD.,,1,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Otomobil,1995,erkek,LISE VE DENGI OKUL,6
Yaralamali,1/13/2013,1,kis,23,MELIKGAZI,OSMAN KAVUNCU,SAHAP SICIMOGLU CD.,,2,2,52/1-b,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1992,erkek,ILKOKUL,8
Yaralamali,1/14/2013,1,kis,5,MELIKGAZI,ERENKOY,SEHIT KOMANDOLAR CD.,,2,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Kamyonet,2012,erkek,ILKOGRETIM,7
Yaralamali,1/14/2013,1,kis,19,TALAS,MEVLANA,,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,2001,erkek,2 YIL SURELI YUKSEK,8
Yaralamali,1/14/2013,1,kis,17,MELIKGAZI,OSMAN KAVUNCU,AHMET GAZI AYHAN BULV.,,3,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Otomobil,1999,erkek,ILKOGRETIM,38
Yaralamali,1/14/2013,1,kis,9,MELIKGAZI,ANBAR,14. CD.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2003,erkek,LISE VE DENGI OKUL,6
Yaralamali,1/15/2013,1,kis,19,KOCASINAN,MOLU,893. SK.,,2,2,76,Yandan carpma,Toprak,1,Yok,50,Cekici,1990,erkek,ILKOKUL,14
Yaralamali,1/16/2013,1,kis,17,TALAS,HAN,,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,1,Yok,30,Otomobil,1986,erkek,LISE VE DENGI OKUL,1
Yaralamali,1/16/2013,1,kis,18,TALAS,ERENKOY,TALAS BULV.,,3,2,65/1-g,Aractan cisim dusmesi,Asfalt,2,Var,70,Kamyonet,1998,erkek,2 YIL SURELI YUKSEK,5
Yaralamali,1/17/2013,1,kis,13,KOCASINAN,ERCIYESEVLER,SIVAS BULV.,,1,1,52/1-a,Yayaya carpma,Asfalt,3,Var,50,Kamyonet,2004,erkek,LISE VE DENGI OKUL,1
Yaralamali,1/17/2013,1,kis,14,KOCASINAN,YILDIZEVLER,,,1,2,14/1-a,Yandan carpma,Sathi Kaplama,2,Var,50,Motosiklet,2007,erkek,ORTAOKUL,2
Yaralamali,1/17/2013,1,kis,22,TALAS,HARMAN,,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Var,50,Otomobil,1993,erkek,ILKOKUL,1
Yaralamali,1/17/2013,1,kis,23,KOCASINAN,YENI,MUSTAFA KEMAL PASA BULV.,,1,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,3,Var,50,Kamyonet,2010,erkek,LISE VE DENGI OKUL,3
Yaralamali,1/18/2013,1,kis,14,MELIKGAZI,BATTALGAZI,BUYUK MENDERES CD.,,1,2,47/1-c,Yandan carpma,Asfalt,2,Var,50,Otomobil,1993,erkek,LISE VE DENGI OKUL,5
Yaralamali,1/18/2013,1,kis,14,MELIKGAZI,YILDIRIM BEYAZIT,SIVAS BULV.,,1,3,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2006,erkek,2 YIL SURELI YUKSEK,27
Yaralamali,1/19/2013,1,kis,16,MELIKGAZI,CUMHURIYET,SEYYID BURHANEDDIN BULV.,,1,2,53/1-b,Yandan carpma,Asfalt,3,Var,50,Otobus,2000,erkek,2 YIL SURELI YUKSEK,3
Yaralamali,1/19/2013,1,kis,19,MELIKGAZI,GOKKENT,NALCIK BULV.,,6,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,1992,erkek,ILKOGRETIM,3
Yaralamali,1/19/2013,1,kis,8,KOCASINAN,YUNUS EMRE,KALDIRIM CD.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,70,Otomobil,2000,erkek,ILKOKUL,16
Yaralamali,1/19/2013,1,kis,11,TALAS,MEVLANA,,,1,2,52/1-b,Arkadan carpma,Asfalt,3,Var,50,Motosiklet,2012,erkek,2 YIL SURELI YUKSEK,2
Yaralamali,1/19/2013,1,kis,20,MELIKGAZI,SIRINTEPE,MALAZGIRT BULV.,,4,2,56/1-a,Yandan carpma,Asfalt,1,Var,30,Minibus,2000,erkek,ILKOGRETIM,2
Yaralamali,1/20/2013,1,kis,7,MELIKGAZI,KEYKUBAT,AHMET GAZI AYHAN BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Otobus,2000,erkek,LISE VE DENGI OKUL,9
Yaralamali,1/20/2013,1,kis,9,TALAS,KICIKOY,,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otobus,1993,erkek,ILKOKUL,25
Yaralamali,1/20/2013,1,kis,10,MELIKGAZI,ILDEM CUMHURIYET,SAFFET ARIKAN BEDUK CD.,,2,2,52/1-b,Yandan carpma,Asfalt,2,Var,50,Minibus,2004,erkek,2 YIL SURELI YUKSEK,9
Yaralamali,1/20/2013,1,kis,13,MELIKGAZI,BECEN,ERCIYES BULV.,,5,1,52/1-b,Yoldan cikma,Asfalt,2,Var,70,Otomobil,2010,erkek,LISE VE DENGI OKUL,34
Yaralamali,1/20/2013,1,kis,22,MELIKGAZI,ALPASLAN,UZAY CD.,,1,2,52/1-a,Yan yana carpisma,Asfalt,2,Var,50,Kamyon,1998,erkek,ILKOKUL,55
Yaralamali,1/21/2013,1,kis,7,TALAS,YUKARI,NALBUR SK.,,1,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,40,Otomobil,1998,erkek,LISE VE DENGI OKUL,8
Yaralamali,1/22/2013,1,kis,8,MELIKGAZI,GULUK,NECIP FAZIL BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Otomobil,1993,erkek,ILKOGRETIM,6
Yaralamali,1/22/2013,1,kis,10,KOCASINAN,ERCIYESEVLER,SIVAS BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2009,erkek,LISE VE DENGI OKUL,14
Yaralamali,1/20/2013,1,kis,20,KOCASINAN,YENI,9. CD.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Var,70,Kamyonet,2005,erkek,ILKOKUL,4
Yaralamali,1/22/2013,1,kis,11,KOCASINAN,YESIL,ERKILET BULV.,,2,1,52/1-b,Yayaya carpma,Asfalt,3,Var,70,Kamyonet,2005,erkek,ILKOKUL,4
Yaralamali,1/22/2013,1,kis,15,MELIKGAZI,HUNAT,ZENNECI SK.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Yok,50,Otomobil,2001,erkek,LISE VE DENGI OKUL,12
Yaralamali,1/22/2013,1,kis,16,MELIKGAZI,GOKKENT,NALCIK BULV.,,1,2,56/1-a,Arkadan carpma,Asfalt,3,Yok,50,Kamyon,2011,erkek,ILKOGRETIM,23
Yaralamali,1/22/2013,1,kis,16,KOCASINAN,YILDIZEVLER,298. SK.,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2006,erkek,ILKOKUL,5
Yaralamali,1/23/2013,1,kis,8,MELIKGAZI,KOSK,SIRDAR SK.,,1,2,52/1-a,Yandan carpma,Asfalt,6,Var,50,Kamyonet,2003,erkek,2 YIL SURELI YUKSEK,9
Yaralamali,1/23/2013,1,kis,9,MELIKGAZI,KEYKUBAT,DILEKTASI SK.,,1,2,57/1-a,Yandan carpma,Asfalt,1,Var,50,Motosiklet,2009,erkek,ILKOKUL,29
Yaralamali,1/23/2013,1,kis,13,TALAS,KICIKOY,,,1,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Motosiklet,2012,erkek,ILKOKUL,20
Yaralamali,1/23/2013,1,kis,21,MELIKGAZI,BATTALGAZI,YAMANLAR SK.,,2,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Otomobil,2012,erkek,ILKOGRETIM,0
Yaralamali,1/23/2013,1,kis,18,KOCASINAN,FEVZI CAKMAK,KOCASINAN BULV.,,1,2,46/2-b,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,1993,erkek,2 YIL SURELI YUKSEK,7
Yaralamali,1/24/2013,1,kis,14,KOCASINAN,SAHABIYE,MUSTAFA KEMAL PASA BULV.,,1,1,52/1-a,Yayaya carpma,Asfalt,3,Var,70,Kamyonet,2009,erkek,ILKOGRETIM,5
Yaralamali,1/24/2013,1,kis,14,MELIKGAZI,,13 CD.,,1,2,53/1-b,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2009,erkek,ILKOKUL,4
Yaralamali,1/24/2013,1,kis,18,MELIKGAZI,TACETTINVELI,INONU BULV.,,1,1,47/1-c,Yayaya carpma,Asfalt,3,Var,50,Minibus,2004,erkek,ILKOKUL,15
Yaralamali,1/25/2013,1,kis,6,MELIKGAZI,BATTALGAZI,BATTALGAZI BULV.,,1,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Otomobil,1993,erkek,ILKOGRETIM,4
Yaralamali,1/25/2013,1,kis,15,KOCASINAN,SAHABIYE,,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1999,erkek,ILKOGRETIM,1
Yaralamali,1/25/2013,1,kis,15,TALAS,MEVLANA,YAVUZ SULTAN SELIM CD.,,2,2,47/1-c,Yandan carpma,Asfalt,2,Var,80,Kamyonet,2004,erkek,ILKOKUL,12
Yaralamali,1/25/2013,1,kis,17,KOCASINAN,YILDIZEVLER,KOCASINAN BULV.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Var,70,Otomobil,1987,erkek,ILKOKUL,2
Yaralamali,1/25/2013,1,kis,19,KOCASINAN,SANAYI,KOCASINAN BULV.,,3,3,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Kamyonet,2006,erkek,2 YIL SURELI YUKSEK,5
Yaralamali,1/25/2013,1,kis,20,MELIKGAZI,KEYKUBAT,BAHARIYE CD.,,2,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2009,erkek,ILKOKUL,35
Yaralamali,1/25/2013,1,kis,20,KOCASINAN,BARBAROS,KALDIRIM CD.,,4,2,47/1-b,Yandan carpma,Asfalt,4,Var,70,Kamyonet,2004,erkek,2 YIL SURELI YUKSEK,36
Yaralamali,1/26/2013,1,kis,0,KOCASINAN,FEVZI CAKMAK,NIL CD.,,4,2,52/1-a,Yandan carpma,Asfalt,4,Var,70,Otomobil,1987,erkek,ILKOKUL,7
Yaralamali,1/26/2013,1,kis,13,MELIKGAZI,KAZIMKARABEKIR,AHMET GAZI AYHAN BULV.,,1,1,52/1-a,"Devrilme,savrulma,takla",Asfalt,3,Yok,70,Otomobil,1996,erkek,LISE VE DENGI OKUL,1
Yaralamali,1/26/2013,1,kis,14,MELIKGAZI,ANBAR,27. CD.,,4,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1982,erkek,LISE VE DENGI OKUL,1
Yaralamali,1/26/2013,1,kis,21,MELIKGAZI,TAVLUSUN,GAFFAR OKKAN BULV.,,1,1,52/1-a,Yayaya carpma,Asfalt,1,Yok,50,Otomobil,2000,erkek,ILKOGRETIM,3
Yaralamali,1/26/2013,1,kis,17,MELIKGAZI,ANBAR,OSMAN KAVUNCU BULV.,,2,2,56/1-c,Arkadan carpma,Asfalt,3,Var,70,Kamyonet,2011,erkek,LISE VE DENGI OKUL,13
Yaralamali,1/27/2013,1,kis,13,MELIKGAZI,TAVLUSUN,KELES 1. SK.,,2,1,53/1-b,Engel/Cisim ile carpisma,Asfalt,1,Yok,50,Otomobil,1999,erkek,LISE VE DENGI OKUL,0
Yaralamali,1/27/2013,1,kis,15,MELIKGAZI,ALPASLAN,OLGUNLAR CD.,,1,2,53/1-b,Yandan carpma,Parke,2,Var,50,Motosiklet,2012,erkek,LISE VE DENGI OKUL,7
Yaralamali,1/27/2013,1,kis,16,KOCASINAN,ZIYAGOKALP,KANLICA CD.,,1,2,47/1-c,Yandan carpma,Asfalt,3,Var,50,Otobus,2010,erkek,ILKOKUL,1
Yaralamali,1/28/2013,1,kis,9,MELIKGAZI,TACETTINVELI,INONU BULV.,,1,1,52/1-a,Yayaya carpma,Asfalt,3,Var,50,Otomobil,2001,erkek,2 YIL SURELI YUKSEK,2
Yaralamali,1/28/2013,1,kis,11,MELIKGAZI,ANBAR,36. CD.,,1,2,52/1-a,Yandan carpma,Sathi Kaplama,3,Var,50,Kamyonet,2011,erkek,ILKOGRETIM,14
Yaralamali,1/28/2013,1,kis,14,MELIKGAZI,ANBAR,OSMAN KAVUNCU BULV.,,1,2,56/1-a,Yandan carpma,Asfalt,3,Yok,70,Cekici,2010,erkek,ILKOKUL,6
Yaralamali,1/28/2013,1,kis,17,MELIKGAZI,HURRIYET,ZIYA PASA CD.,,1,1,53/1-b,Yayaya carpma,Parke,3,Var,50,Otomobil,2004,erkek,ILKOKUL,34
Yaralamali,1/29/2013,1,kis,10,KOCASINAN,FEVZI CAKMAK,MUSTAFA KEMAL PASA BULV.,,3,4,56/1-c,Arkadan carpma,Asfalt,3,Var,50,Otomobil,1993,erkek,ILKOKUL,20
Yaralamali,1/29/2013,1,kis,23,KOCASINAN,TALATPASA,6309. CD.,,1,1,52/1-b,Yoldan cikma,Asfalt,2,Yok,50,Kamyonet,2003,erkek,ILKOGRETIM,3
Yaralamali,1/30/2013,1,kis,7,KOCASINAN,YILDIZEVLER,KOCASINAN BULV.,,8,2,52/1-c,Arkadan carpma,Asfalt,3,Var,70,Minibus,1999,erkek,ILKOKUL,2
Yaralamali,1/30/2013,1,kis,8,MELIKGAZI,TINAZTEPE,,,10,2,56/1-a,Karsilikli carpisma,Asfalt,1,Var,50,Otobus,1997,erkek,ILKOKUL,19
Yaralamali,1/30/2013,1,kis,11,MELIKGAZI,ESENYURT,ADIGUZEL SK.,,1,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2012,erkek,ILKOKUL,22
Yaralamali,1/30/2013,1,kis,11,KOCASINAN,SANAYI,GELGEC SK.,,2,2,53/1-b,Yandan carpma,Asfalt,2,Var,50,Otomobil,1993,erkek,ILKOKUL,8
Yaralamali,1/31/2013,1,kis,9,MELIKGAZI,KEYKUBAT,DERINKUYU CD.,,1,2,47/1-c,Yandan carpma,Asfalt,4,Var,30,Kamyonet,2008,erkek,ILKOGRETIM,22
Yaralamali,1/31/2013,1,kis,11,KOCASINAN,YESIL,YUKSEL SK.,,1,1,53/1-a,Yayaya carpma,Asfalt,2,Var,50,Otomobil,1998,erkek,ILKOGRETIM,0
Yaralamali,1/31/2013,1,kis,13,KOCASINAN,SANAYI,KOCASINAN BULV.,,1,4,56/1-c,Arkadan carpma,Asfalt,3,Var,70,Otobus,2001,erkek,ILKOKUL,16
Yaralamali,1/31/2013,1,kis,17,MELIKGAZI,30-Aug,OSMAN KAVUNCU BULV.,,1,1,74,Yayaya carpma,Asfalt,4,Var,70,Otomobil,1996,erkek,LISE VE DENGI OKUL,5
Yaralamali,1/31/2013,1,kis,18,TALAS,BAHCELIEVLER,,,1,2,47/1-b,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2012,erkek,2 YIL SURELI YUKSEK,7
Olumlu,2/1/2013,2,kis,8,HACILAR,HURMETCI,KOPRU SK.,1,,1,52/1-b,,Asfalt,2,Yok,50,Otomobil,2012,erkek,ILKOKUL,15
Yaralamali,2/1/2013,2,kis,10,KOCASINAN,KAYABASI,6310. CD.,,1,2,46/2-a,Karsilikli carpisma,Asfalt,2,Yok,50,Minibus,2006,erkek,ILKOKUL,0
Yaralamali,2/1/2013,2,kis,12,KOCASINAN,SUMER,ERKILET BULV.,,1,1,67,Yayaya carpma,Asfalt,0,Yok,50,Otomobil,2009,erkek,LISE VE DENGI OKUL,14
Yaralamali,2/1/2013,2,kis,14,MELIKGAZI,KILICASLAN,KIZILIRMAK CD.,,1,2,58,Duran araca carpma,Asfalt,2,Var,50,Bisiklet,2000,erkek,ILKOKUL,14
Yaralamali,2/1/2013,2,kis,14,MELIKGAZI,YENIKOY,SHT. MIRALAY NAZIM BEY BULV.,,2,2,57/1-a,Yandan carpma,Asfalt,2,Var,50,Cekici,2012,erkek,ILKOGRETIM,1
Yaralamali,2/1/2013,2,kis,16,MELIKGAZI,YENIKOY,SHT. MIRALAY NAZIM BEY BULV.,,4,2,57/1-a,Yandan carpma,Asfalt,3,Yok,50,Kamyon,2007,erkek,ILKOKUL,23
Yaralamali,2/1/2013,2,kis,22,KOCASINAN,YENI,16. CD.,,5,3,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1998,erkek,ILKOKUL,22
Yaralamali,2/2/2013,2,kis,13,KOCASINAN,SAHABIYE,,,4,2,47/1-c,Yandan carpma,Asfalt,3,Var,50,Kamyonet,2008,erkek,ILKOKUL,9
Yaralamali,2/2/2013,2,kis,19,KOCASINAN,BEYAZSEHIR,825. SK.,,2,3,47/1-c,Yandan carpma,Asfalt,3,Var,30,Kamyonet,1991,erkek,2 YIL SURELI YUKSEK,7
Yaralamali,2/2/2013,2,kis,22,MELIKGAZI,BATTALGAZI,YAVUZ CD.,,1,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,2,Var,50,Kamyonet,2005,erkek,ILKOGRETIM,3
Yaralamali,2/3/2013,2,kis,0,TALAS,MEVLANA,,,8,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2005,erkek,ILKOKUL,8
Yaralamali,2/2/2013,2,kis,12,KOCASINAN,CIRGALAN,SIVAS BULV.,,1,1,52/1-a,Yoldan cikma,Asfalt,3,Var,70,Otomobil,2000,erkek,LISE VE DENGI OKUL,1
Yaralamali,2/2/2013,2,kis,19,KOCASINAN,SEKER,,,1,2,56/1-a,Arkadan carpma,Asfalt,2,Var,70,Otomobil,2009,erkek,2 YIL SURELI YUKSEK,20
Yaralamali,2/3/2013,2,kis,19,MELIKGAZI,BAHCELIEVLER,KADIR HAS BULV.,,1,2,47/1-c,Yandan carpma,Asfalt,3,Var,70,Kamyonet,2011,erkek,ILKOKUL,24
Yaralamali,2/3/2013,2,kis,19,MELIKGAZI,ESENTEPE,GIRNE SEHITLERI CD.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1996,erkek,ILKOGRETIM,7
Yaralamali,2/4/2013,2,kis,13,MELIKGAZI,GULTEPE,SHT. UTGM. MUSTAFA SIMSEK BULV.,,1,2,56/1-a,Yandan carpma,Asfalt,2,Var,50,Motosiklet,2012,erkek,LISE VE DENGI OKUL,6
Yaralamali,2/5/2013,2,kis,12,KOCASINAN,SAHABIYE,SARAY CD.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Kamyonet,2008,erkek,ORTAOKUL,18
Yaralamali,2/5/2013,2,kis,15,KOCASINAN,FEVZI CAKMAK,HILAL CD.,,1,1,52/1-b,Yayaya carpma,Asfalt,2,Var,50,Kamyonet,2011,erkek,2 YIL SURELI YUKSEK,9
Yaralamali,2/5/2013,2,kis,21,KOCASINAN,SAHABIYE,AHMET PASA CD.,,2,1,52/1-b,"Devrilme,savrulma,takla",Asfalt,2,Var,50,Motosiklet,2002,erkek,ILKOKUL,11
Yaralamali,2/6/2013,2,kis,17,MELIKGAZI,AYDINLIKEVLER,KARTOPU SK.,,4,2,52/1-a,Yandan carpma,Asfalt,2,Var,30,Kamyonet,2008,erkek,LISE VE DENGI OKUL,16
Yaralamali,2/6/2013,2,kis,18,MELIKGAZI,,6 CD.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,30,Kamyon,1988,erkek,ILKOGRETIM,4
Yaralamali,2/7/2013,2,kis,8,MELIKGAZI,BATTALGAZI,SHT. MIRALAY NAZIM BEY BULV.,,4,2,47/1-c,Yandan carpma,Asfalt,3,Var,50,Otomobil,2005,erkek,2 YIL SURELI YUKSEK,13
Yaralamali,2/7/2013,2,kis,13,MELIKGAZI,KOSK,KOSK CD.,,1,1,67,Yayaya carpma,Asfalt,2,Var,50,Otomobil,2003,erkek,LISE VE DENGI OKUL,45
Yaralamali,2/7/2013,2,kis,17,KOCASINAN,MIMARSINAN,FUZULI CD.,,1,3,57/1-a,Yandan carpma,Asfalt,2,Var,50,Kamyonet,2010,erkek,2 YIL SURELI YUKSEK,26
Yaralamali,2/7/2013,2,kis,18,KOCASINAN,ARGINCIK,,,1,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1975,erkek,ILKOKUL,2
Yaralamali,2/7/2013,2,kis,19,KOCASINAN,YENI,5. CD.,,3,2,52/1-a,Yandan carpma,Asfalt,2,Var,50,Otomobil,1993,erkek,ILKOKUL,9
Yaralamali,2/7/2013,2,kis,21,KOCASINAN,UGUREVLER,240. SK.,,2,2,57/1-c,Yandan carpma,Sathi Kaplama,2,Var,50,Otomobil,1997,erkek,ILKOKUL,3
Yaralamali,2/8/2013,2,kis,9,TALAS,YENIDOGAN,,,1,1,47/1-d,Yayaya carpma,Asfalt,2,Var,50,Otomobil,1998,erkek,ORTAOKUL,5
Yaralamali,2/8/2013,2,kis,12,MELIKGAZI,TACETTINVELI,TACETTIN VELI BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Yok,50,Otobus,2009,erkek,ILKOKUL,33
Yaralamali,2/8/2013,2,kis,23,MELIKGAZI,TAVLUSUN,REIS MEHMET ALIBEY CD.,,1,1,52/1-b,Engel/Cisim ile carpisma,Asfalt,2,Yok,50,Otomobil,1998,erkek,ILKOGRETIM,1
Yaralamali,2/9/2013,2,kis,21,KOCASINAN,TURGUT REIS,NURLU SK.,,2,1,53/1-a,Yoldan cikma,Asfalt,2,Var,50,Otomobil,1990,erkek,ILKOGRETIM,0
Yaralamali,2/9/2013,2,kis,13,MELIKGAZI,HURRIYET,SHT. MIRALAY NAZIM BEY BULV.,,2,2,52/1-a,Yandan carpma,Asfalt,3,Var,50,Otomobil,2000,erkek,2 YIL SURELI YUKSEK,22
Yaralamali,2/9/2013,2,kis,14,KOCASINAN,SARAY BOSNA,BEKIR YILDIZ BULV.,,1,2,56/1-c,Arkadan carpma,Asfalt,3,Yok,50,Otomobil,1991,erkek,ILKOGRETIM,10
Yaralamali,2/10/2013,2,kis,15,MELIKGAZI,YENIKOY,UNSALAN CD.,,1,1,52/1-a,Engel/Cisim ile carpisma,Asfalt,2,Var,30,Motosiklet,2006,erkek,LISE VE DENGI OKUL,11
Yaralamali,2/11/2013,2,kis,22,KOCASINAN,SEYRANI,MUSTAFA KEMAL PASA BULV.,,3,2,57/1-a,Yandan carpma,Asfalt,3,Var,50,Otobus,1998,erkek,2 YIL SURELI YUKSEK,4
Yaralamali,2/11/2013,2,kis,19,KOCASINAN,BARBAROS,KALDIRIM CD.,,1,2,56/1-c,Arkadan carpma,Asfalt,2,Var,50,Otomobil,1986,erkek,ILKOKUL,11
Yaralamali,2/11/2013,2,kis,7,MELIKGAZI,,,,4,2,67,Yandan carpma,Asfalt,3,Var,50,Otobus,1985,erkek,ILKOKUL,28
Yaralamali,2/11/2013,2,kis,7,KOCASINAN,CIRGALAN,SIVAS BULV.,,1,2,47/1-b,Yandan carpma,Asfalt,2,Var,30,Kamyonet,2011,erkek,ILKOKUL,24
